index,City mpg,Make,Model Year,Year,Horsepower,ID
2928,22,Chevrolet,2010 Chevrolet Malibu,2010,169,
2929,17,Chevrolet,2010 Chevrolet Malibu,2010,252,
2930,20,Lotus,2011 Lotus Exige,2011,240,
2931,20,Lotus,2011 Lotus Exige,2011,257,
2932,20,Lotus,2010 Lotus Exige,2010,240,
2933,20,Lotus,2009 Lotus Exige,2009,240,
2934,21,Lotus,2009 Lotus Exige,2009,257,
2935,26,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2936,25,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2937,26,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2938,25,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2939,26,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2940,25,Chevrolet,2012 Chevrolet Sonic Sedan,2012,138,
2941,26,Chevrolet,2010 Chevrolet Malibu Hybrid,2010,164,
2942,13,Maserati,2011 Maserati GranTurismo Coup,2011,405,
2943,13,Maserati,2011 Maserati GranTurismo Coup,2011,433,
2944,12,Maserati,2010 Maserati GranTurismo Coup,2010,405,
2945,12,Maserati,2010 Maserati GranTurismo Coup,2010,433,
2946,12,Maserati,2011 Maserati GranTurismo Convertible,2011,433,
2947,12,Maserati,2010 Maserati GranTurismo Convertible,2010,433,
2948,12,Maserati,2011 Maserati Quattroporte,2011,400,
2949,12,Maserati,2011 Maserati Quattroporte,2011,430,
2950,12,Maserati,2011 Maserati Quattroporte,2011,440,
2951,15,Jeep,2011 Jeep Wrangler,2011,202,
2952,15,Jeep,2011 Jeep Wrangler,2011,202,
2953,15,Jeep,2011 Jeep Wrangler,2011,202,
2954,15,Jeep,2011 Jeep Wrangler,2011,202,
2955,15,Jeep,2011 Jeep Wrangler,2011,202,
2956,15,Jeep,2011 Jeep Wrangler,2011,202,
2957,15,Jeep,2011 Jeep Wrangler,2011,202,
2958,15,Jeep,2011 Jeep Wrangler,2011,202,
2959,15,Jeep,2011 Jeep Wrangler,2011,202,
2960,15,Jeep,2011 Jeep Wrangler,2011,202,
2961,15,Jeep,2011 Jeep Wrangler,2011,202,
2962,15,Jeep,2011 Jeep Wrangler,2011,202,
2963,15,Jeep,2011 Jeep Wrangler,2011,202,
2964,15,Jeep,2011 Jeep Wrangler,2011,202,
2965,15,Jeep,2011 Jeep Wrangler,2011,202,
2966,15,Jeep,2011 Jeep Wrangler,2011,202,
2967,15,Jeep,2011 Jeep Wrangler,2011,202,
2968,15,Jeep,2011 Jeep Wrangler,2011,202,
2969,15,Jeep,2011 Jeep Wrangler,2011,202,
2970,15,Jeep,2011 Jeep Wrangler,2011,202,
2971,15,Jeep,2011 Jeep Wrangler,2011,202,
2972,15,Jeep,2011 Jeep Wrangler,2011,202,
2973,15,Jeep,2011 Jeep Wrangler,2011,202,
2974,15,Jeep,2011 Jeep Wrangler,2011,202,
2975,15,Jeep,2011 Jeep Wrangler,2011,202,
2976,15,Jeep,2010 Jeep Wrangler,2010,205,
2977,15,Jeep,2010 Jeep Wrangler,2010,205,
2978,15,Jeep,2010 Jeep Wrangler,2010,205,
2979,15,Jeep,2010 Jeep Wrangler,2010,205,
2980,15,Jeep,2010 Jeep Wrangler,2010,205,
2981,15,Jeep,2010 Jeep Wrangler,2010,205,
2982,15,Jeep,2010 Jeep Wrangler,2010,205,
2983,15,Jeep,2010 Jeep Wrangler,2010,205,
2984,15,Jeep,2010 Jeep Wrangler,2010,205,
2985,15,Jeep,2010 Jeep Wrangler,2010,205,
2986,15,Jeep,2010 Jeep Wrangler,2010,205,
2987,15,Jeep,2010 Jeep Wrangler,2010,205,
2988,15,Jeep,2010 Jeep Wrangler,2010,205,
2989,15,Jeep,2010 Jeep Wrangler,2010,205,
2990,15,Jeep,2010 Jeep Wrangler,2010,205,
2991,18,GMC,2010 GMC Canyon,2010,185,
2992,18,GMC,2010 GMC Canyon,2010,185,
2993,17,GMC,2010 GMC Canyon,2010,185,
2994,17,GMC,2010 GMC Canyon,2010,242,
2995,17,GMC,2010 GMC Canyon,2010,242,
2996,12,Maserati,2010 Maserati Quattroporte,2010,400,
2997,12,Maserati,2010 Maserati Quattroporte,2010,425,
2998,12,Maserati,2010 Maserati Quattroporte,2010,433,
2999,15,Honda,2011 Honda Ridgeline,2011,250,
3000,15,Honda,2011 Honda Ridgeline,2011,250,
3001,15,Honda,2011 Honda Ridgeline,2011,250,
3002,15,Honda,2010 Honda Ridgeline,2010,250,
3003,15,Honda,2010 Honda Ridgeline,2010,250,
3004,15,Honda,2010 Honda Ridgeline,2010,250,
3005,29,MINI,2012 MINI Cooper Coupe,2012,121,
3006,28,MINI,2012 MINI Cooper Coupe,2012,121,
3007,27,MINI,2012 MINI Cooper Coupe,2012,181,
3008,26,MINI,2012 MINI Cooper Coupe,2012,181,
3009,25,MINI,2012 MINI Cooper Coupe,2012,208,
3010,12,Mercury,2011 Mercury Grand Marquis,2011,224,
3011,12,Mercury,2010 Mercury Grand Marquis,2011,224,
3012,21,Mercury,2011 Mercury Mariner,2011,171,
3013,20,Mercury,2011 Mercury Mariner,2011,171,
3014,14,Mercury,2011 Mercury Mariner,2011,240,
3015,18,Mercury,2011 Mercury Mariner,2011,240,
3016,21,Mercury,2011 Mercury Mariner,2011,171,
3017,20,Mercury,2011 Mercury Mariner,2011,171,
3018,14,Mercury,2011 Mercury Mariner,2011,240,
3019,13,Mercury,2011 Mercury Mariner,2011,240,
3020,17,Chrysler,2010 Chrysler Town and Country,2010,175,
3021,17,Chrysler,2010 Chrysler Town and Country,2010,251,
3022,11,BMW,2010 BMW M6 Convertible,2010,500,
3023,11,BMW,2010 BMW M6 Coup,2010,500,
3024,17,BMW,2010 BMW X3,2010,260,
3025,17,BMW,2010 BMW X3,2010,260,
3026,25,Toyota,2012 Toyota Camry,2012,178,
3027,25,Toyota,2012 Toyota Camry,2012,178,
3028,25,Toyota,2012 Toyota Camry,2012,178,
3029,21,Toyota,2012 Toyota Camry,2012,268,
3030,25,Toyota,2012 Toyota Camry,2012,178,
3031,21,Toyota,2012 Toyota Camry,2012,268,
3032,19,BMW,2011 BMW X3,2011,240,
3033,19,BMW,2011 BMW X3,2011,300,
3034,17,Toyota,2012 Toyota FJ Cruiser,2012,260,
3035,15,Toyota,2012 Toyota FJ Cruiser,2012,260,
3036,17,Toyota,2012 Toyota FJ Cruiser,2012,260,
3037,26,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3038,25,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3039,26,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3040,29,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3041,25,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3042,26,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3043,29,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3044,25,Chevrolet,2012 Chevrolet Sonic Hatchback,2012,138,
3045,15,BMW,2010 BMW X5,2010,260,
3046,19,BMW,2010 BMW X5,2010,265,
3047,14,BMW,2010 BMW X5,2010,350,
3048,15,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3049,11,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3050,11,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3051,15,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3052,15,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3053,15,Chevrolet,2011 Chevrolet Suburban Half-Ton,2011,320,
3054,19,BMW,2011 BMW X5,2011,265,
3055,14,BMW,2011 BMW X5,2011,400,
3056,16,BMW,2011 BMW X5,2011,300,
3057,16,BMW,2011 BMW X5,2011,300,
3058,16,BMW,2011 BMW X5,2011,300,
3059,10,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,2011,352,
3060,10,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,2011,352,
3061,10,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,2011,352,
3062,10,Chevrolet,2011 Chevrolet Suburban Three-Quarter-Ton,2011,352,
3063,15,Chevrolet,2010 Chevrolet Suburban,2010,320,
3064,15,Chevrolet,2010 Chevrolet Suburban,2010,320,
3065,15,Chevrolet,2010 Chevrolet Suburban,2010,320,
3066,18,GMC,2010 GMC Canyon,2010,185,
3067,18,GMC,2010 GMC Canyon,2010,185,
3068,18,GMC,2010 GMC Canyon,2010,185,
3069,17,GMC,2010 GMC Canyon,2010,185,
3070,17,GMC,2010 GMC Canyon,2010,242,
3071,17,GMC,2010 GMC Canyon,2010,242,
3072,18,GMC,2010 GMC Canyon,2010,185,
3073,18,GMC,2010 GMC Canyon,2010,185,
3074,18,GMC,2010 GMC Canyon,2010,185,
3075,17,GMC,2010 GMC Canyon,2010,185,
3076,17,GMC,2010 GMC Canyon,2010,242,
3077,17,GMC,2010 GMC Canyon,2010,242,
3078,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3079,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3080,17,Subaru,2011 Subaru Impreza WRX Hatchback,2011,305,
3081,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3082,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3083,19,Subaru,2011 Subaru Impreza WRX Hatchback,2011,265,
3084,18,GMC,2010 GMC Canyon,2010,185,
3085,18,GMC,2010 GMC Canyon,2010,185,
3086,18,GMC,2010 GMC Canyon,2010,185,
3087,17,GMC,2010 GMC Canyon,2010,185,
3088,17,GMC,2010 GMC Canyon,2010,242,
3089,15,GMC,2010 GMC Canyon,2010,300,
3090,17,GMC,2010 GMC Canyon,2010,242,
3091,14,GMC,2010 GMC Canyon,2010,300,
3092,19,Subaru,2010 Subaru Impreza Hatchback,2010,224,
3093,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3094,17,Subaru,2010 Subaru Impreza WRX Hatchback,2010,305,
3095,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3096,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3097,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3098,17,Subaru,2010 Subaru Impreza WRX Hatchback,2010,305,
3099,18,Subaru,2010 Subaru Impreza WRX Hatchback,2010,265,
3100,17,GMC,2010 GMC Canyon,2010,242,
3101,17,GMC,2010 GMC Canyon,2010,242,
3102,15,GMC,2010 GMC Canyon,2010,300,
3103,14,GMC,2010 GMC Canyon,2010,300,
3104,18,GMC,2010 GMC Canyon,2010,185,
3105,17,GMC,2010 GMC Canyon,2010,242,
3106,15,GMC,2010 GMC Canyon,2010,300,
3107,16,GMC,2010 GMC Canyon,2010,242,
3108,14,GMC,2010 GMC Canyon,2010,300,
3109,17,GMC,2010 GMC Canyon,2010,242,
3110,16,GMC,2010 GMC Canyon,2010,242,
3111,15,GMC,2010 GMC Canyon,2010,300,
3112,14,GMC,2010 GMC Canyon,2010,300,
3113,14,Dodge,2011 Dodge Ram 1500,2011,215,
3114,9,Dodge,2011 Dodge Ram 1500,2011,310,
3115,14,Dodge,2011 Dodge Ram 1500,2011,390,
3116,13,Dodge,2011 Dodge Ram 1500,2011,310,
3117,13,Dodge,2011 Dodge Ram 1500,2011,390,
3118,14,Dodge,2011 Dodge Ram 1500,2011,310,
3119,13,Dodge,2011 Dodge Ram 1500,2011,310,
3120,14,Dodge,2011 Dodge Ram 1500,2011,390,
3121,13,Dodge,2011 Dodge Ram 1500,2011,390,
3122,14,Dodge,2011 Dodge Ram 1500,2011,215,
3123,9,Dodge,2011 Dodge Ram 1500,2011,310,
3124,14,Dodge,2011 Dodge Ram 1500,2011,390,
3125,13,Dodge,2011 Dodge Ram 1500,2011,310,
3126,13,Dodge,2011 Dodge Ram 1500,2011,390,
3127,14,Dodge,2011 Dodge Ram 1500,2011,310,
3128,14,Dodge,2011 Dodge Ram 1500,2011,390,
3129,9,Dodge,2011 Dodge Ram 1500,2011,310,
3130,13,Dodge,2011 Dodge Ram 1500,2011,390,
3131,14,Dodge,2011 Dodge Ram 1500,2011,390,
3132,13,Dodge,2011 Dodge Ram 1500,2011,390,
3133,9,Dodge,2011 Dodge Ram 1500,2011,310,
3134,13,Dodge,2011 Dodge Ram 1500,2011,390,
3135,14,Dodge,2011 Dodge Ram 1500,2011,310,
3136,14,Dodge,2011 Dodge Ram 1500,2011,390,
3137,9,Dodge,2011 Dodge Ram 1500,2011,310,
3138,13,Dodge,2011 Dodge Ram 1500,2011,390,
3139,14,Dodge,2011 Dodge Ram 1500,2011,310,
3140,14,Dodge,2011 Dodge Ram 1500,2011,390,
3141,9,Dodge,2011 Dodge Ram 1500,2011,310,
3142,13,Dodge,2011 Dodge Ram 1500,2011,390,
3143,14,Dodge,2011 Dodge Ram 1500,2011,390,
3144,13,Dodge,2011 Dodge Ram 1500,2011,390,
3145,14,Dodge,2011 Dodge Ram 1500,2011,390,
3146,13,Dodge,2011 Dodge Ram 1500,2011,390,
3147,14,Dodge,2011 Dodge Ram 1500,2011,390,
3148,13,Dodge,2011 Dodge Ram 1500,2011,390,
3149,15,GMC,2011 GMC Sierra 1500,2011,195,
3150,14,GMC,2011 GMC Sierra 1500,2011,302,
3151,11,GMC,2011 GMC Sierra 1500,2011,315,
3152,14,GMC,2011 GMC Sierra 1500,2011,195,
3153,10,GMC,2011 GMC Sierra 1500,2011,302,
3154,11,GMC,2011 GMC Sierra 1500,2011,315,
3155,14,GMC,2011 GMC Sierra 1500,2011,302,
3156,11,GMC,2011 GMC Sierra 1500,2011,315,
3157,13,GMC,2011 GMC Sierra 1500,2011,302,
3158,11,GMC,2011 GMC Sierra 1500,2011,315,
3159,14,Dodge,2011 Dodge Ram 1500,2011,390,
3160,13,Dodge,2011 Dodge Ram 1500,2011,390,
3161,15,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3162,11,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3163,11,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3164,11,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3165,15,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3166,15,Chevrolet,2011 Chevrolet Tahoe,2011,320,
3167,13,BMW,2010 BMW X6,2010,400,
3168,15,BMW,2010 BMW X6,2010,300,
3169,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3170,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3171,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3172,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3173,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3174,15,Chevrolet,2010 Chevrolet Tahoe,2010,320,
3175,16,BMW,2011 BMW X6,2011,300,
3176,14,BMW,2011 BMW X6,2011,400,
3177,20,Chevrolet,2011 Chevrolet Tahoe Hybrid,2011,332,
3178,20,Chevrolet,2011 Chevrolet Tahoe Hybrid,2011,332,
3179,21,Chevrolet,2010 Chevrolet Tahoe Hybrid,2010,332,
3180,21,Chevrolet,2010 Chevrolet Tahoe Hybrid,2010,332,
3181,18,BMW,2010 BMW Z4 Roadster,2010,255,
3182,18,BMW,2010 BMW Z4 Roadster,2010,300,
3183,17,Chevrolet,2012 Chevrolet Traverse,2012,281,
3184,16,Chevrolet,2012 Chevrolet Traverse,2012,281,
3185,17,Chevrolet,2012 Chevrolet Traverse,2012,281,
3186,16,Chevrolet,2012 Chevrolet Traverse,2012,281,
3187,17,Chevrolet,2012 Chevrolet Traverse,2012,281,
3188,16,Chevrolet,2012 Chevrolet Traverse,2012,281,
3189,17,Chevrolet,2012 Chevrolet Traverse,2012,288,
3190,16,Chevrolet,2012 Chevrolet Traverse,2012,288,
3191,18,BMW,2011 BMW Z4 Roadster,2011,255,
3192,19,BMW,2011 BMW Z4 Roadster,2011,300,
3193,18,BMW,2011 BMW Z4 Roadster,2011,255,
3194,13,Cadillac,2011 Cadillac Escalade EXT,2011,403,
3195,9,Cadillac,2011 Cadillac Escalade EXT,2011,403,
3196,13,Cadillac,2011 Cadillac Escalade EXT,2011,403,
3197,13,Cadillac,2010 Cadillac Escalade EXT,2010,403,
3198,10,Cadillac,2010 Cadillac Escalade EXT,2010,403,
3199,10,Cadillac,2010 Cadillac Escalade EXT,2010,403,
3200,18,Saab,2011 Saab 9-4X,2011,265,
3201,15,Saab,2011 Saab 9-4X,2011,300,
3202,18,Saab,2011 Saab 9-4X,2011,265,
3203,17,Saab,2011 Saab 9-4X,2011,265,
3204,17,Saab,2011 Saab 9-4X,2011,265,
3205,15,GMC,2011 GMC Sierra 1500,2011,195,
3206,10,GMC,2011 GMC Sierra 1500,2011,302,
3207,15,GMC,2011 GMC Sierra 1500,2011,315,
3208,14,GMC,2011 GMC Sierra 1500,2011,195,
3209,13,GMC,2011 GMC Sierra 1500,2011,302,
3210,11,GMC,2011 GMC Sierra 1500,2011,315,
3211,14,GMC,2011 GMC Sierra 1500,2011,302,
3212,15,GMC,2011 GMC Sierra 1500,2011,315,
3213,13,GMC,2011 GMC Sierra 1500,2011,302,
3214,11,GMC,2011 GMC Sierra 1500,2011,315,
3215,13,Aston Martin,2010 Aston Martin Rapide,2010,470,
3216,11,Aston Martin,2011 Aston Martin V12 Vantage,2011,510,
3217,11,Aston Martin,2011 Aston Martin V12 Vantage,2011,510,
3218,13,Saab,2011 Saab 9-5 Sedan,2011,220,
3219,20,Saab,2011 Saab 9-5 Sedan,2011,220,
3220,17,Saab,2011 Saab 9-5 Sedan,2011,300,
3221,17,Saab,2011 Saab 9-5 Sedan,2011,300,
3222,20,Saab,2011 Saab 9-5 Sedan,2011,220,
3223,18,Saab,2011 Saab 9-5 Sedan,2011,220,
3224,16,Saab,2010 Saab 9-5 Sedan,2010,300,
3225,21,Mercury,2010 Mercury Mariner,2010,171,
3226,20,Mercury,2010 Mercury Mariner,2010,171,
3227,14,Mercury,2010 Mercury Mariner,2010,240,
3228,13,Mercury,2010 Mercury Mariner,2010,240,
3229,21,Mercury,2010 Mercury Mariner,2010,171,
3230,20,Mercury,2010 Mercury Mariner,2010,171,
3231,19,Mercury,2010 Mercury Mariner,2010,240,
3232,13,Mercury,2010 Mercury Mariner,2010,240,
3233,17,Chevrolet,2011 Chevrolet Traverse,2011,281,
3234,16,Chevrolet,2011 Chevrolet Traverse,2011,281,
3235,17,Chevrolet,2011 Chevrolet Traverse,2011,281,
3236,16,Chevrolet,2011 Chevrolet Traverse,2011,281,
3237,17,Chevrolet,2011 Chevrolet Traverse,2011,281,
3238,16,Chevrolet,2011 Chevrolet Traverse,2011,281,
3239,17,Chevrolet,2011 Chevrolet Traverse,2011,288,
3240,16,Chevrolet,2011 Chevrolet Traverse,2011,288,
3241,17,Chevrolet,2010 Chevrolet Traverse,2010,281,
3242,16,Chevrolet,2010 Chevrolet Traverse,2010,281,
3243,17,Chevrolet,2010 Chevrolet Traverse,2010,281,
3244,16,Chevrolet,2010 Chevrolet Traverse,2010,281,
3245,17,Chevrolet,2010 Chevrolet Traverse,2010,281,
3246,16,Chevrolet,2010 Chevrolet Traverse,2010,281,
3247,17,Chevrolet,2010 Chevrolet Traverse,2010,288,
3248,16,Chevrolet,2010 Chevrolet Traverse,2010,288,
3249,22,Mercury,2011 Mercury Milan,2011,175,
3250,23,Mercury,2011 Mercury Milan,2011,175,
3251,23,Mercury,2011 Mercury Milan,2011,175,
3252,14,Mercury,2011 Mercury Milan,2011,240,
3253,13,Mercury,2011 Mercury Milan,2011,240,
3254,22,Mercury,2010 Mercury Milan,2010,175,
3255,22,Mercury,2010 Mercury Milan,2010,175,
3256,22,Mercury,2010 Mercury Milan,2010,175,
3257,19,Mercury,2010 Mercury Milan,2010,240,
3258,18,Mercury,2010 Mercury Milan,2010,240,
3259,18,Lexus,2011 Lexus GS,2011,303,
3260,17,Lexus,2011 Lexus GS,2011,342,
3261,19,Lexus,2011 Lexus GS,2011,303,
3262,13,Aston Martin,2011 Aston Martin V8 Vantage Roadster,2011,420,
3263,13,Aston Martin,2011 Aston Martin V8 Vantage Roadster,2011,420,
3264,12,Aston Martin,2010 Aston Martin V8 Vantage Roadster,2010,420,
3265,13,Aston Martin,2011 Aston Martin V8 Vantage Coup,2011,420,
3266,13,Aston Martin,2011 Aston Martin V8 Vantage Coup,2011,420,
3267,12,Aston Martin,2010 Aston Martin V8 Vantage Coup,2010,420,
3268,15,GMC,2011 GMC Sierra 1500,2011,195,
3269,10,GMC,2011 GMC Sierra 1500,2011,302,
3270,11,GMC,2011 GMC Sierra 1500,2011,315,
3271,13,GMC,2011 GMC Sierra 1500,2011,302,
3272,11,GMC,2011 GMC Sierra 1500,2011,315,
3273,14,GMC,2011 GMC Sierra 1500,2011,302,
3274,13,GMC,2011 GMC Sierra 1500,2011,302,
3275,10,GMC,2011 GMC Sierra 1500,2011,302,
3276,11,GMC,2011 GMC Sierra 1500,2011,315,
3277,13,GMC,2011 GMC Sierra 1500,2011,403,
3278,10,GMC,2011 GMC Sierra 1500,2011,302,
3279,15,GMC,2011 GMC Sierra 1500,2011,315,
3280,9,GMC,2011 GMC Sierra 1500,2011,403,
3281,11,GMC,2011 GMC Sierra 1500,2011,315,
3282,9,GMC,2011 GMC Sierra 1500,2011,403,
3283,11,GMC,2011 GMC Sierra 1500,2011,315,
3284,12,GMC,2011 GMC Sierra 1500,2011,403,
3285,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3286,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3287,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3288,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3289,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3290,15,Chevrolet,2011 Chevrolet Avalanche,2011,320,
3291,11,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3292,15,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3293,15,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3294,15,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3295,11,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3296,11,Chevrolet,2010 Chevrolet Avalanche,2010,320,
3297,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3298,20,Subaru,2011 Subaru Impreza Hatchback,2011,170,
3299,11,GMC,2011 GMC Sierra 1500,2011,315,
3300,11,GMC,2011 GMC Sierra 1500,2011,315,
3301,11,GMC,2011 GMC Sierra 1500,2011,315,
3302,11,GMC,2011 GMC Sierra 1500,2011,315,
3303,11,GMC,2011 GMC Sierra 1500,2011,315,
3304,11,GMC,2011 GMC Sierra 1500,2011,315,
3305,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3306,20,Subaru,2010 Subaru Impreza Hatchback,2010,170,
3307,18,Subaru,2011 Subaru Legacy,2011,256,
3308,18,Subaru,2011 Subaru Legacy,2011,265,
3309,19,Subaru,2011 Subaru Legacy,2011,170,
3310,19,Subaru,2011 Subaru Legacy,2011,170,
3311,10,GMC,2011 GMC Sierra 1500,2011,302,
3312,15,GMC,2011 GMC Sierra 1500,2011,315,
3313,10,GMC,2011 GMC Sierra 1500,2011,302,
3314,11,GMC,2011 GMC Sierra 1500,2011,315,
3315,14,GMC,2011 GMC Sierra 1500,2011,302,
3316,10,GMC,2011 GMC Sierra 1500,2011,302,
3317,10,GMC,2011 GMC Sierra 1500,2011,302,
3318,11,GMC,2011 GMC Sierra 1500,2011,315,
3319,13,GMC,2011 GMC Sierra 1500,2011,403,
3320,10,GMC,2011 GMC Sierra 1500,2011,302,
3321,15,GMC,2011 GMC Sierra 1500,2011,315,
3322,12,GMC,2011 GMC Sierra 1500,2011,403,
3323,15,GMC,2011 GMC Sierra 1500,2011,315,
3324,15,GMC,2011 GMC Sierra 1500,2011,315,
3325,9,GMC,2011 GMC Sierra 1500,2011,403,
3326,11,GMC,2011 GMC Sierra 1500,2011,315,
3327,12,GMC,2011 GMC Sierra 1500,2011,403,
3328,9,GMC,2011 GMC Sierra 1500,2011,403,
3329,12,GMC,2011 GMC Sierra 1500,2011,403,
3330,15,GMC,2010 GMC Sierra 1500,2010,195,
3331,10,GMC,2010 GMC Sierra 1500,2010,302,
3332,11,GMC,2010 GMC Sierra 1500,2010,315,
3333,14,GMC,2010 GMC Sierra 1500,2010,195,
3334,13,GMC,2010 GMC Sierra 1500,2010,302,
3335,15,GMC,2010 GMC Sierra 1500,2010,315,
3336,10,GMC,2010 GMC Sierra 1500,2010,302,
3337,15,GMC,2010 GMC Sierra 1500,2010,315,
3338,10,GMC,2010 GMC Sierra 1500,2010,302,
3339,15,GMC,2010 GMC Sierra 1500,2010,315,
3340,14,Dodge,2010 Dodge Ram 1500,2010,215,
3341,9,Dodge,2010 Dodge Ram 1500,2010,310,
3342,14,Dodge,2010 Dodge Ram 1500,2010,390,
3343,13,Dodge,2010 Dodge Ram 1500,2010,310,
3344,13,Dodge,2010 Dodge Ram 1500,2010,390,
3345,14,Dodge,2010 Dodge Ram 1500,2010,310,
3346,9,Dodge,2010 Dodge Ram 1500,2010,310,
3347,14,Dodge,2010 Dodge Ram 1500,2011,215,
3348,14,Dodge,2010 Dodge Ram 1500,2010,310,
3349,14,Dodge,2010 Dodge Ram 1500,2010,390,
3350,9,Dodge,2010 Dodge Ram 1500,2010,310,
3351,13,Dodge,2010 Dodge Ram 1500,2010,390,
3352,9,Dodge,2010 Dodge Ram 1500,2010,310,
3353,14,Dodge,2010 Dodge Ram 1500,2010,390,
3354,9,Dodge,2010 Dodge Ram 1500,2010,310,
3355,13,Dodge,2010 Dodge Ram 1500,2010,390,
3356,14,Dodge,2010 Dodge Ram 1500,2011,390,
3357,13,Dodge,2010 Dodge Ram 1500,2010,390,
3358,9,Dodge,2010 Dodge Ram 1500,2010,310,
3359,14,Dodge,2010 Dodge Ram 1500,2010,390,
3360,9,Dodge,2010 Dodge Ram 1500,2010,310,
3361,13,Dodge,2010 Dodge Ram 1500,2010,390,
3362,9,Dodge,2010 Dodge Ram 1500,2010,310,
3363,14,Dodge,2010 Dodge Ram 1500,2010,390,
3364,13,Dodge,2010 Dodge Ram 1500,2010,390,
3365,14,Dodge,2010 Dodge Ram 1500,2010,390,
3366,13,Dodge,2010 Dodge Ram 1500,2010,390,
3367,9,Dodge,2010 Dodge Ram 1500,2010,310,
3368,18,Lexus,2010 Lexus IS,2010,204,
3369,21,Lexus,2010 Lexus IS,2010,204,
3370,20,Lexus,2010 Lexus IS,2010,204,
3371,18,Lexus,2010 Lexus IS,2010,306,
3372,18,Lexus,2011 Lexus IS,2011,306,
3373,14,Dodge,2010 Dodge Ram 1500,2010,390,
3374,13,Dodge,2010 Dodge Ram 1500,2010,390,
3375,21,Toyota,2011 Toyota Tacoma,2011,159,
3376,19,Toyota,2011 Toyota Tacoma,2011,159,
3377,18,Toyota,2011 Toyota Tacoma,2011,159,
3378,18,Toyota,2011 Toyota Tacoma,2011,159,
3379,21,Toyota,2011 Toyota Tacoma,2011,159,
3380,19,Toyota,2011 Toyota Tacoma,2011,159,
3381,19,Toyota,2011 Toyota Tacoma,2011,159,
3382,17,Toyota,2011 Toyota Tacoma,2011,236,
3383,18,Toyota,2011 Toyota Tacoma,2011,159,
3384,18,Toyota,2011 Toyota Tacoma,2011,159,
3385,14,Toyota,2011 Toyota Tacoma,2011,236,
3386,16,Toyota,2011 Toyota Tacoma,2011,236,
3387,19,Toyota,2011 Toyota Tacoma,2011,159,
3388,19,Toyota,2011 Toyota Tacoma,2011,159,
3389,17,Toyota,2011 Toyota Tacoma,2011,236,
3390,17,Toyota,2011 Toyota Tacoma,2011,236,
3391,14,Toyota,2011 Toyota Tacoma,2011,236,
3392,16,Toyota,2011 Toyota Tacoma,2011,236,
